id	uniprot	string	ensembl
PCDHA12	Q9UN75	9606.ENSP00000381628	ENSG00000291663
PCDHA11	Q9Y5I1	9606.ENSP00000381636	ENSG00000249158
PCDHA11	Q9Y5I1	9606.ENSP00000381636	ENSG00000291662
PCDHA10	Q9Y5I2	9606.ENSP00000304234	ENSG00000250120
PCDHA10	Q9Y5I2	9606.ENSP00000304234	ENSG00000291659
CSNK2B	P67870	9606.ENSP00000365042	ENSG00000204435
CSNK2B	P67870	9606.ENSP00000365042	ENSG00000206406
CSNK2B	P67870	9606.ENSP00000365042	ENSG00000224774
CSNK2B	P67870	9606.ENSP00000365042	ENSG00000228875
CSNK2B	P67870	9606.ENSP00000365042	ENSG00000224398
CSNK2B	P67870	9606.ENSP00000365042	ENSG00000230700
CSNK2B	P67870	9606.ENSP00000365042	ENSG00000232960
PCDH10	Q9P2E7	9606.ENSP00000264360	ENSG00000138650
PCDH15	Q96QU1	9606.ENSP00000363068	ENSG00000150275
PCDH12	Q9NPG4	9606.ENSP00000231484	ENSG00000113555
PCDH19	Q8TAB3	9606.ENSP00000362125	ENSG00000165194
PCDH18	Q9HCL0	9606.ENSP00000355082	ENSG00000189184
WNT6	Q9Y6F9	9606.ENSP00000233948	ENSG00000115596
PCDHA1	Q9Y5I3	9606.ENSP00000420840	ENSG00000204970
PCDHA1	Q9Y5I3	9606.ENSP00000420840	ENSG00000291649
CDH20	Q9HBT6	9606.ENSP00000262717	ENSG00000101542
CDH22	Q9UJ99	9606.ENSP00000437790	ENSG00000149654
CDH23	Q9H251	9606.ENSP00000224721	ENSG00000107736
PCDHA5	Q9Y5H7	9606.ENSP00000436557	ENSG00000204965
PCDHA5	Q9Y5H7	9606.ENSP00000436557	ENSG00000291653
CDH24	Q86UP0	9606.ENSP00000380517	ENSG00000139880
PCDHA4	Q9UN74	9606.ENSP00000435300	ENSG00000204967
PCDHA4	Q9UN74	9606.ENSP00000435300	ENSG00000291652
PCDHA3	Q9Y5H8	9606.ENSP00000429808	ENSG00000255408
PCDHA3	Q9Y5H8	9606.ENSP00000429808	ENSG00000291651
PCDHA2	Q9Y5H9	9606.ENSP00000431748	ENSG00000204969
PCDHA2	Q9Y5H9	9606.ENSP00000431748	ENSG00000291650
WNT1	P04628	9606.ENSP00000293549	ENSG00000125084
PCDHA9	Q9Y5H5	9606.ENSP00000436042	ENSG00000204961
PCDHA9	Q9Y5H5	9606.ENSP00000436042	ENSG00000291657
WNT2	P09544	9606.ENSP00000265441	ENSG00000105989
PCDHA8	Q9Y5H6	9606.ENSP00000434655	ENSG00000204962
PCDHA8	Q9Y5H6	9606.ENSP00000434655	ENSG00000291656
WNT3	P56703	9606.ENSP00000225512	ENSG00000108379
WNT3	P56703	9606.ENSP00000225512	ENSG00000277626
WNT3	P56703	9606.ENSP00000225512	ENSG00000277641
PCDHA7	Q9UN72	9606.ENSP00000436426	ENSG00000204963
PCDHA7	Q9UN72	9606.ENSP00000436426	ENSG00000291655
WNT4	P56705	9606.ENSP00000290167	ENSG00000162552
PCDHA6	Q9UN73	9606.ENSP00000433378	ENSG00000081842
PCDHA6	Q9UN73	9606.ENSP00000433378	ENSG00000291654
FZD1	Q9UP38	9606.ENSP00000287934	ENSG00000157240
LYN	P07948	9606.ENSP00000428924	ENSG00000254087
WNT10B	O00744	9606.ENSP00000301061	ENSG00000169884
WNT10A	Q9GZT5	9606.ENSP00000258411	ENSG00000135925
FZD3	Q9NPG1	9606.ENSP00000240093	ENSG00000104290
FZD2	Q14332	9606.ENSP00000323901	ENSG00000180340
YES1	P07947	9606.ENSP00000462468	ENSG00000176105
FZD5	Q13467	9606.ENSP00000354607	ENSG00000163251
FZD4	Q9ULV1	9606.ENSP00000434034	ENSG00000174804
WNT3A	P56704	9606.ENSP00000284523	ENSG00000154342
PCDH20	Q8N6Y1	9606.ENSP00000386653	ENSG00000280165
FZD7	O75084	9606.ENSP00000286201	ENSG00000155760
FZD6	O60353	9606.ENSP00000351605	ENSG00000164930
FZD9	O00144	9606.ENSP00000345785	ENSG00000188763
FZD8	Q9H461	9606.ENSP00000363826	ENSG00000177283
PCDHGA10	Q9Y5H3	9606.ENSP00000381611	ENSG00000253846
PCDHGA11	Q9Y5H2	9606.ENSP00000381589	ENSG00000253873
FER	P16591	9606.ENSP00000281092	ENSG00000151422
PCDHGA12	O60330	9606.ENSP00000252085	ENSG00000253159
PCDHB2	Q9Y5E7	9606.ENSP00000194155	ENSG00000112852
PCDHB2	Q9Y5E7	9606.ENSP00000194155	ENSG00000291672
PCDHB1	Q9Y5F3	9606.ENSP00000307234	ENSG00000171815
PCDHB1	Q9Y5F3	9606.ENSP00000307234	ENSG00000291669
PCDHB6	Q9Y5E3	9606.ENSP00000231136	ENSG00000113211
PCDHB6	Q9Y5E3	9606.ENSP00000231136	ENSG00000291679
FAT1	Q14517	9606.ENSP00000406229	ENSG00000083857
PCDHB5	Q9Y5E4	9606.ENSP00000231134	ENSG00000113209
PCDHB5	Q9Y5E4	9606.ENSP00000231134	ENSG00000291677
FAT2	Q9NYQ8	9606.ENSP00000261800	ENSG00000086570
PCDHB4	Q9Y5E5	9606.ENSP00000194152	ENSG00000081818
PCDHB4	Q9Y5E5	9606.ENSP00000194152	ENSG00000291676
FAT3	Q8TDW7	9606.ENSP00000432586	ENSG00000165323
DCHS1	Q96JQ0	9606.ENSP00000299441	ENSG00000166341
PCDHB3	Q9Y5E6	9606.ENSP00000231130	ENSG00000113205
PCDHB8	Q9UN66	9606.ENSP00000239444	ENSG00000120322
PCDHB8	Q9UN66	9606.ENSP00000239444	ENSG00000291682
PCDHB7	Q9Y5E2	9606.ENSP00000231137	ENSG00000113212
PCDHB7	Q9Y5E2	9606.ENSP00000231137	ENSG00000291681
GSK3B	P49841	9606.ENSP00000324806	ENSG00000082701
PCDHGB7	Q9Y5F8	9606.ENSP00000381594	ENSG00000254122
PCDHGB6	Q9Y5F9	9606.ENSP00000428603	ENSG00000253305
WNT2B	Q93097	9606.ENSP00000358698	ENSG00000134245
PCDHGB4	Q9UN71	9606.ENSP00000428288	ENSG00000253953
PCDHGB2	Q9Y5G2	9606.ENSP00000429018	ENSG00000253910
PCDHGA8	Q9Y5G5	9606.ENSP00000381605	ENSG00000253767
ACTR2	P61160	9606.ENSP00000367220	ENSG00000138071
PCDHGA7	Q9Y5G6	9606.ENSP00000430024	ENSG00000253537
PCDHGA6	Q9Y5G7	9606.ENSP00000429601	ENSG00000253731
PCDHGA5	Q9Y5G8	9606.ENSP00000429834	ENSG00000253485
PCDHGA3	Q9Y5H0	9606.ENSP00000253812	ENSG00000254245
PCDHGA2	Q9Y5H1	9606.ENSP00000378077	ENSG00000081853
PCDHGA1	Q9Y5H4	9606.ENSP00000431083	ENSG00000204956
WNT9B	O14905	9606.ENSP00000290015	ENSG00000158955
WNT9B	O14905	9606.ENSP00000290015	ENSG00000276799
WNT9A	O14904	9606.ENSP00000272164	ENSG00000143816
WNT16	Q9UBV4	9606.ENSP00000222462	ENSG00000002745
ACTA2	P62736	9606.ENSP00000224784	ENSG00000107796
ACTA1	P68133	9606.ENSP00000355645	ENSG00000143632
ACTBL2	Q562R1	9606.ENSP00000416706	ENSG00000169067
CDH10	Q9Y6N8	9606.ENSP00000264463	ENSG00000040731
CDHR1	Q96JP9	9606.ENSP00000485478	ENSG00000148600
CDH11	P55287	9606.ENSP00000268603	ENSG00000140937
CDHR2	Q9BYE9	9606.ENSP00000424565	ENSG00000074276
CDH12	P55289	9606.ENSP00000371689	ENSG00000154162
PCDHGB1	Q9Y5G3	9606.ENSP00000429273	ENSG00000254221
CDH13	P55290	9606.ENSP00000268613	ENSG00000140945
CDH15	P55291	9606.ENSP00000289746	ENSG00000129910
CDH16	O75309	9606.ENSP00000299752	ENSG00000166589
CDH17	Q12864	9606.ENSP00000027335	ENSG00000079112
CDH18	Q13634	9606.ENSP00000371710	ENSG00000145526
CDH19	Q9H159	9606.ENSP00000262150	ENSG00000071991
SRC	P12931	9606.ENSP00000362680	ENSG00000197122
SRC	P12931	9606.ENSP00000362680	ENSG00000291971
LEF1	Q9UJU2	9606.ENSP00000265165	ENSG00000138795
WNT8A	Q9H1J5	9606.ENSP00000426653	ENSG00000061492
WNT8B	Q93098	9606.ENSP00000340677	ENSG00000075290
FSTL1	Q12841	9606.ENSP00000295633	ENSG00000163430
EGFR	P00533	9606.ENSP00000275493	ENSG00000146648
WNT11	O96014	9606.ENSP00000325526	ENSG00000085741
ERBB3	P21860	9606.ENSP00000267101	ENSG00000065361
ERBB4	Q15303	9606.ENSP00000342235	ENSG00000178568
ERBB2	P04626	9606.ENSP00000269571	ENSG00000141736
FYN	P06241	9606.ENSP00000346671	ENSG00000010810
PCDH1	Q08174	9606.ENSP00000287008	ENSG00000156453
TCF7L2	Q9NQB0	9606.ENSP00000486891	ENSG00000148737
PTPN1	P18031	9606.ENSP00000360683	ENSG00000196396
TCF7L1	Q9HCS4	9606.ENSP00000282111	ENSG00000152284
TCF7L1	Q9HCS4	9606.ENSP00000282111	ENSG00000292149
PCDH9	Q9HC56	9606.ENSP00000367096	ENSG00000184226
PCDHGC5	Q9Y5F6	9606.ENSP00000252087	ENSG00000240764
PCDH7	O60245	9606.ENSP00000441802	ENSG00000169851
PCDHGC4	Q9Y5F7	9606.ENSP00000306918	ENSG00000242419
WNT7B	P56706	9606.ENSP00000341032	ENSG00000188064
PCDH8	O95206	9606.ENSP00000367177	ENSG00000136099
PCDHGC3	Q9UN70	9606.ENSP00000312070	ENSG00000240184
PCDHB15	Q9Y5E8	9606.ENSP00000231173	ENSG00000113248
PCDHB15	Q9Y5E8	9606.ENSP00000231173	ENSG00000291695
PCDHB14	Q9Y5E9	9606.ENSP00000239449	ENSG00000120327
PCDHB14	Q9Y5E9	9606.ENSP00000239449	ENSG00000291693
WNT7A	O00755	9606.ENSP00000285018	ENSG00000154764
PCDHB13	Q9Y5F0	9606.ENSP00000345491	ENSG00000187372
PCDHB13	Q9Y5F0	9606.ENSP00000345491	ENSG00000291692
PCDHB12	Q9Y5F1	9606.ENSP00000239450	ENSG00000120328
PCDHB12	Q9Y5F1	9606.ENSP00000239450	ENSG00000291691
PCDHB11	Q9Y5F2	9606.ENSP00000346802	ENSG00000197479
PCDHB11	Q9Y5F2	9606.ENSP00000346802	ENSG00000291690
PCDHB10	Q9UN67	9606.ENSP00000239446	ENSG00000120324
PCDHB10	Q9UN67	9606.ENSP00000239446	ENSG00000291689
ACTC1	P68032	9606.ENSP00000290378	ENSG00000159251
PCDHB16	Q9NRJ7	9606.ENSP00000477314	ENSG00000272674
PCDHB16	Q9NRJ7	9606.ENSP00000477314	ENSG00000291684
CTNNB1	P35222	9606.ENSP00000495360	ENSG00000168036
FRK	P42685	9606.ENSP00000476145	ENSG00000111816
